stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,8,0,32,1,0,0,0,0,0,1,0,0,0,10,4,2,36,0,0,0,0,9,659,5,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,3.95,0.56,0,1.41,0,0,0,0.28,1.69,3.66,0.56,0,0,0.56,0,0,1.69,0,0,0,0,0,0
21Day,0.37,0.74,8.51,3.33,0.74,0,0,1.85,0,0,0.37,0,0.37,3.7,0,0,0.37,0.74,0,0,0,0,1.48,0.74,2.22,0,0,0.74,0.37,1.11,0.37,0.37,0,0,0,0,0
3Month,0,2.7,36.61,40.88,0,0.62,0,65.22,2.7,0,15.29,3.54,0.1,184.84,0.62,2.5,2.81,2.81,1.14,0,1.25,0.94,0.42,0,13.52,0.1,0,0,2.39,7.18,0.21,0,0.1,0.1,0.42,9.36,3.12
22Month,0,11.75,19.4,15.17,0,0.27,0.14,35.12,1.5,0.82,14.21,0.68,0,137.06,0.41,0.96,1.78,2.87,0,1.09,0.82,0,0.14,0.14,9.29,0.41,0.27,0.14,0.14,11.48,0,0,0,0,0,0,0.55
