stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0.28,18.88,0,0.28,0.85,0,0,0,1.13,2.54,0.85,0.56,0,0.56,0,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0.37,14.06,2.96,1.48,0,0,0,0.74,0,0,0.74,0,0.74,48.84,0.74,0.74,0,2.59,0,0.37,0.74,1.11,5.55,1.85,3.7,0.37,0.74,2.22,0,0,0,0.37,1.11,0.74,0,0,1.48
3Month,0.1,0.42,25.07,45.66,0,1.66,0.31,0.1,61.58,3.85,0,20.39,5.51,0.21,436.66,29.85,4.37,3.02,4.26,1.14,0,48.37,51.28,0.52,0,13.94,0.94,0.31,2.81,0.1,3.54,0.1,0,0,0,1.87,2.29,3.54
22Month,0.14,0.55,19.13,22.96,0,0.55,0,0,29.93,2.73,1.64,19.54,1.23,0.27,328.92,5.6,0,1.37,2.46,0.14,0.68,21.04,4.51,0,0.14,9.43,0.14,0.27,0.96,0,1.64,0.27,0.41,0,0.14,0,0,1.37
