stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0.28,4.23,0.28,0.56,0,0,0,0,0,0,0.28,0,0,0,40.87,0.85,0,0.56,0,0,0,0.56,3.1,3.1,0,0,1.13,0,0,0.28,0,0,0,0
21Day,0.74,0.37,4.44,31.82,0,1.85,0,0,0,0,0,0,0.37,0,0.37,8.88,1.85,3.33,1.11,2.59,0,0.37,0.37,1.11,1.85,1.11,0.37,0,0.74,0.74,0,0.37,0,0,0,0.74
3Month,0,0.62,10.19,43.69,0.1,0,0.94,0.1,0.21,20.8,2.18,0,8.01,2.6,0.1,216.98,4.89,6.03,1.66,2.91,1.66,0.1,0.52,36.93,0.42,0.1,1.66,0.31,0.94,1.87,3.64,0,0.1,3.33,7.49,2.7
22Month,0.14,0.55,10.25,16.94,0,0,0,0.27,0,20.91,3.14,0.96,17.63,0.55,0.82,155.51,1.78,1.09,1.09,2.32,0.14,0.55,0.68,2.32,0.14,0,0.68,0.14,0,0.14,2.05,0.14,0,0,0,0.27
