stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0.74
3Month,0.52,0.42,3.54,0.21,0.21,0.94,1.04,0,6.55,1.14,0.1,2.81,0.83,1.14,0.83,0.62,0.1,0,0.31,0.42,0.21,0,0.21,0.42,0,0,0.83,31.21,0.1,1.14,217.92,7.49
22Month,0,0.14,0.14,0,0.14,0.27,0.68,0.27,7.38,0.41,0,0.55,0,0.27,0.96,0.55,0,0.14,0,0,0,0,0,0,0.14,0.14,0,15.3,0,0.14,1.37,0.82
