stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.28,0,2.54,0,0,0,0,0,0,0.56,0,0,0,0,0
21Day,0.37,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.83,0.42,7.39,0.52,0,0.73,2.39,0,11.44,2.18,0.1,4.47,0.73,2.39,1.25,2.81,0.42,0,0.52,0.42,0.21,0.21,0.52,0.1,0,0.21,1.04,3.43,0,0.1,0,0.42,46.81,2.39
22Month,0,2.05,0.14,5.33,0.14,0.68,0.82,4.1,0.96,34.57,0.82,0.68,3.01,0.55,1.09,3.55,3.96,0,1.91,0.55,0,0.27,0.14,0.14,0,0.14,0,0.55,1.23,0.55,0.27,0.14,0.27,0.14,1.23
