stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,12.68,0.85,0,3.1,2.54,1.69,0,0.85,0,0,0,0,0.28,0,0.28,0,0.28,5.92,0.85,91.32,0,0,3.38,0,74.69,18.88,1.13,3.38,67.36,0.28,0,14.09,0.28,0.28,1.13,0,0,0
21Day,10.36,0,0.37,5.55,0.74,3.33,0,2.59,0,0,0,0,0.74,0,0.37,0.37,0,2.59,2.96,90.28,0,0.37,5.18,0,48.84,11.84,1.48,2.96,10.36,4.07,0,8.51,0,0.37,0,0,0,0
3Month,0.42,0.1,0.1,50.03,0.1,0,0.21,0.31,2.39,0.42,0.94,0,5.2,1.25,0.42,2.08,0.21,33.81,3.74,16.54,0.73,0,1.77,0.31,3.95,0,9.57,0.62,3.64,1.04,0.73,1.14,0,0,0,0.62,0.62,1.35
22Month,0.27,0.27,0.27,9.16,0.14,0,0.55,0.14,0.14,0,1.5,0.27,13.94,0.27,0.55,1.23,0.14,4.24,2.73,6.29,0,0.82,1.37,0,2.87,0.41,9.16,0.68,0.41,0,0.96,1.09,0.14,0,0,0,0,0.55
