stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.69,0,2.54,0.28,1.13,0,0,0,0,0,0,0,0.28,0,2.54,3.1,0.85,4.51,0,0.56,0.56,0.28,52.14,14.37,0.28,0.28,2.25,0,0,0,2.82,0.56,0.28,0.85,0,0,0
21Day,1.85,1.11,0.37,9.62,1.11,6.66,0,2.96,0,0.37,0,0.74,0,3.7,1.11,0.37,1.48,1.48,8.88,0,0,1.85,0.37,22.94,5.92,0.37,0.37,2.22,2.22,0,0,0.74,1.48,1.11,0.37,0,0,3.7
3Month,0,2.29,0.52,16.85,0,0,0.52,0.31,1.98,6.14,0,11.13,5.72,0.73,6.35,1.14,5.51,3.64,6.45,1.14,0,1.98,2.39,0.62,0.1,0.62,0.42,0.1,1.04,0.1,5.93,0,0,0,0.21,4.16,3.22,5.82
22Month,0,2.46,0.82,5.33,0.14,0,0.41,0.27,0.68,7.79,0.82,26.24,2.46,0.55,4.51,0.14,0.68,6.97,4.65,0.27,1.91,0.68,0.27,0.96,0.27,1.37,0.55,0.27,0.14,0,0.96,0.55,0.14,0,0,0.41,0,2.73
