stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,3.1,0,0,0,1.41,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.22,0.37,0.74,6.66,0.74,3.33,0,0.37,0,0,0,0,41.07,0,0.37,42.92,0.74,5.92,1.48,2.96,0,1.11,1.11,0.74,5.18,2.22,0,0,0,2.22,3.33,0,0.37,0,0.74,1.11,0,0,0.74
3Month,0.31,1.35,4.26,21.43,0.1,0,2.91,0,0,8.01,6.24,0.21,998.88,7.59,0.21,253.91,2.5,6.03,3.43,8.22,1.98,0.94,2.18,16.43,1.35,0.1,0.73,1.77,0,0.21,14.98,0.21,4.26,0.31,0.31,0,2.29,2.7,6.14
22Month,0.68,3.28,2.46,3.28,0,0,3.01,0,0.14,3.01,3.55,0.96,909.54,2.46,0.68,173.54,0.14,0.68,1.64,5.06,0,14.76,0.82,0.55,0,0,0.68,1.23,1.37,0.27,0.96,0,0.27,0.55,0.41,0,0.27,0,1.23
