stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,11,0,0,0,0,0,0,0,1,0,0,0,0,1,5,9,7,0,0,1,75,145,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,3.38,1.13,0,6.48,0.56,8.74,0,0.28,0,0,0,0,0,0,0,0,1.69,14.66,6.76,12.97,1.13,1.13,0.28,816.8,61.44,1.13,4.23,5.92,0,0.28,7.05,2.25,0.56,1.97,0,0,0
21Day,4.07,0.37,0,12.21,0.37,7.03,0,1.11,0,0.37,0,0,1.11,1.85,2.22,1.85,0,6.29,3.7,18.13,0,1.11,0,313.75,24.42,1.11,11.1,2.96,7.03,0,3.7,2.22,3.7,1.85,0,0,1.85
3Month,0,0.1,0.1,3.74,0,0,0.31,0,0.83,0.83,0.1,0,14.46,1.46,0.21,1.66,0.1,0.62,0.83,5.2,0.1,0.42,0.52,15.91,0.94,1.46,0.94,0,0.42,4.89,0.1,0,0,0,0,0.94,0.73
22Month,0.14,0.82,0,3.01,0,0,0,0.14,0.14,2.32,0.27,0,14.21,0.96,0.55,1.37,0.14,0.82,4.51,2.19,0.96,0.27,0,6.42,0.41,1.23,2.32,0,0.14,1.78,0.14,0.14,0,0,0.14,0,0.27
