stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,2,0,29,2,2,0,0,0,0,0,0,0,0,0,0,6,1,6,68,0,0,0,0,20,518,0,0,0,8,0,0,0,0,0,4,0,0,0
72hpf,10.99,4.51,0,19.73,7.05,4.23,0,0.56,0,0,0,0,0.28,0,0.56,0.28,9.02,25.08,0.85,74.13,0,2.82,2.25,0,192.5,122.32,0,0.28,0,51.58,1.13,0.28,15.78,4.79,1.13,2.25,0,0,0
21Day,12.95,0.74,0.37,20.72,2.96,5.92,0,5.18,0,0,0.37,0.37,0.74,0.37,3.7,1.11,2.22,6.66,1.48,60.31,0,0,4.81,0,46.25,31.08,0,0.37,0,24.42,4.44,2.59,7.77,3.7,6.66,2.59,0,0,1.11
3Month,0.42,1.25,0.73,19.66,0.31,0,0,0,0.21,2.18,2.29,0.1,17.99,0.94,0.42,18.72,3.12,8.74,2.18,16.95,3.85,0,1.14,1.56,2.91,0.42,2.91,0.52,0,0.62,0.73,58.87,1.14,0.21,0,0.1,5.2,48.16,3.02
22Month,0.14,2.19,0.55,8.47,0.41,0,0.27,0.27,0.27,0.96,1.64,3.28,44.68,0.82,1.23,4.24,0.14,2.19,2.46,10.8,0.27,1.64,1.23,0.14,0.82,0.68,1.91,1.09,1.5,1.09,0.14,13.94,0.55,1.78,0,0,0.55,0.41,0.82
