stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,9,0,0,0,0,0,1,0,1,0,0,0,0,2,0,4,7,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,1.69,0,0.56,0,0,0,0,0,0,0,0,0.28,0,0.28,3.38,0,4.23,0,0.28,0,26.78,3.66,0,0,1.41,0,0,2.25,0,0,0,0,0,0.28
21Day,6.29,1.11,0,15.17,0.37,2.96,0,0,0,0.37,0,0,0.37,0,4.44,1.11,0.74,7.77,4.44,24.79,0,0.74,0.37,32.56,14.43,0.74,1.48,7.77,2.59,0,4.44,1.11,0.74,0,0,0,0.37
3Month,0.1,2.6,0.1,10.92,0.21,0,0.21,1.04,0.62,1.04,0.21,0,3.85,1.35,3.12,3.02,0.83,10.09,9.67,9.57,2.91,2.7,1.98,0.52,0.62,2.08,1.14,0.94,0.52,4.47,0.62,0,0,0.31,1.35,0.31,2.6
22Month,0,1.78,0,2.19,0,0,0.14,0.55,0,0.82,0,0,6.97,1.37,2.87,0.41,0.27,1.64,3.01,6.15,0,0.55,0.14,0.55,0.41,0.68,0.41,0,0.14,0.27,0.14,0.14,0,0.14,0,0,0.55
