stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0.28,0,0,23.39,2.82,0.28,0,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0,7.77,0.37,0.37,0,0,0,0,0,0,0,0.37,0.37,0.37,0,0,2.22,0,0,0,0,12.21,1.11,0.74,0,0,1.11,0.74,1.11,0.74,0.37,0,0,0
3Month,0.31,0.42,0.1,2.7,0,0,0.1,0,0.42,0.1,0,3.33,0.52,0.1,0.52,0.21,0.83,0.52,0.31,0.31,0,0.1,0.21,2.39,0,0.21,0,0,0,1.14,0,0,0,0.21,6.97,0.62
22Month,0.14,0.55,0,1.78,0,0,0.27,0.14,0.14,0.68,0.14,11.75,0.68,0,1.64,0,0.14,0.82,0.27,0,0.27,0.14,0,2.46,0,0.96,0.14,0,0,0.55,0.14,0,0,0,0,0.27
