stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.13,0,0,0,0,16.91,0.56,0,0,0.56,0.28,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0.74,0,3.7,0,0,0.74,0,29.97,0,0,0,1.85,0.37,0,0,0.37,0.37,0,0,0,0.37
3Month,0,0.42,0.42,4.99,0.1,0,0.31,0,0.83,3.22,0,15.19,3.43,0.1,2.39,0.42,1.35,5.82,1.35,0.21,0,0.62,0.62,0.62,0,0.52,0.31,0,1.04,0.1,1.35,0,0,0,0.62,1.14,0.52
22Month,0,0.41,0,0.68,0,0,0.27,0.27,0.14,5.88,0.14,12.16,1.91,0.27,1.78,0,0.27,4.1,1.37,0.27,0.41,0.55,0,0.55,0.14,0,0.82,0,0.14,0,0.41,0.55,0,0,0,0,0.27
