stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,1,0,0,6,84,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,2.25,1.69,0,5.64,1.69,0,0,0,0,0,0,0,0,0,0,0,0.85,6.48,0,11.84,0,0,0.85,0.28,12.68,26.78,0,0.56,0,12.4,0,0,0,7.33,0.56,0,0,0
21Day,2.96,0.37,0,7.4,0,1.48,0,0,0,0,0.74,0,0.74,0,1.85,0,0,1.11,0,15.91,0,0,1.11,0,4.44,4.07,0,0.37,0,5.92,0.37,0,0,1.11,0.37,0,0,0.74
3Month,0.52,5.41,0.42,11.34,0.21,0,0.21,0.21,0.1,1.98,2.5,0.21,12.79,8.11,1.56,4.16,0.73,6.24,3.33,21.43,4.68,0,2.18,0.62,0.62,0.52,1.04,1.25,0,0.94,0.94,0.1,5.93,0.42,0.52,1.35,1.35,2.6
22Month,0.27,5.06,0.14,5.74,0.14,0,0.14,0.41,0,1.09,6.01,4.24,37.17,1.64,2.19,3.83,0.14,2.73,3.83,13.39,0.14,0.82,0.68,0,0.41,0.41,1.09,1.23,0.14,0.41,0.41,0,2.32,2.46,0,0.27,0,0.41
