stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,0,0,0,0,0,1.13,0,0,0,0,0,0.28,8.74,5.92,0.85,0,0.28,0.28,0,0.28,0,0.28,0,1.97,0.28,0,0,0,0,0,0,0,0.28
21Day,1.11,0,0,8.14,0.74,1.48,0,0.37,0,2.22,0,0.37,0,10.73,0.37,0,8.88,15.91,1.48,0,0,0,0,0.37,0.37,0,0,1.48,1.11,0,0,0.74,0.37,0.37,0,0,19.61
3Month,0.1,0.21,0.1,2.91,0,0,0.21,0.21,0.21,2.7,0,1.35,1.98,0.1,0.62,0.31,0.73,22.88,2.81,0.52,0,0.21,0.21,0.21,0,0,0,0,0.42,0.1,0.62,0,0,0,0.73,0.1,28.92
22Month,0,0.55,0.14,3.42,0,0,0.41,0,0.41,38.26,0.41,10.93,3.69,1.09,1.23,0,0.27,47.69,11.89,0,0.55,0.55,0,0.27,0,0.14,0.27,0,0.41,0,0.55,0.55,0.14,0,0.14,0,11.62
