stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,13,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.56,0.28,0.85,0,0,0,0,0,0,0.28,0,0,2.82,0,1.13,0,0,0,0,157.55,8.46,0,0.28,4.79,0,0,2.25,0,0,0.56,0,0,0
21Day,1.11,0,0,4.44,0,2.59,0.37,0,0.37,0,0.37,0,1.11,0.37,0.74,3.33,1.85,4.44,0,0,0.74,0,62.16,2.22,0.37,0,1.85,2.59,0.37,1.48,0.37,1.11,0.37,0,0,0.37
3Month,0,0,0.1,1.56,0,0,0,0.1,0.21,0,1.35,0.21,0.1,0.42,0,0.62,0.1,0.73,0.42,0,0.1,0.1,1.14,0,0.1,0.1,0.1,0.21,1.77,0,0,0,0,0.31,0.52,0.21
22Month,0,0,0.14,0.27,0,0,0.14,0,0.68,0.14,3.69,0,0.14,0.27,0,0.27,0.27,0.55,0,0.27,0,0,2.32,0,0,0,0,0,1.91,0.82,0.27,0,0,0.27,0,0.27
