stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.13,0,1.69,2.82,0,0,0,0,0,0,0,0,0,0.85,5.64,0.85,2.54,0,0,0.28,0.28,11.56,4.23,0,0,0,3.1,0,0,1.97,0.28,0,0,0,0,0
21Day,5.55,0.37,0,8.51,5.92,0,1.85,0,0,0,0,0.37,1.85,0.37,0,3.33,1.85,7.03,0,0,0.37,0,10.73,3.33,0.37,0.37,0,4.44,0.37,0,0.37,0.37,2.59,0.74,0,0,1.11
3Month,0,1.04,0.21,3.33,0,0,0.1,0.83,1.87,0,11.65,1.35,0.21,3.22,0.52,1.56,0.83,2.18,0.1,0,0.73,0.52,0.42,0,0.31,0.1,0,0,0.42,1.77,0.21,0,0,0.1,0.94,1.66,0.52
22Month,0,0.96,0.41,1.09,0,0.27,0,0.14,1.23,0.55,16.53,0.27,0.27,3.42,0,0.27,0.96,1.37,0,0.96,0.41,0,0,0,0.27,0.27,0.14,0,0,0.41,0.14,0.14,0,0.14,0,0,0.41
