stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,5,105,0,0,16,0,0,0,0,0,0,1,0,0,0
72hpf,3.1,0.85,0,4.23,1.97,3.38,0,0,0,0,0,0,0.28,0,0,0,1.69,5.07,0,80.61,0,0,5.64,0.28,29.88,85.12,0,0,235.06,0.28,0,0,14.09,0.85,0.28,9.58,0,0,0
21Day,2.59,0.37,0,1.11,0.37,2.22,0,0.74,0,0,0,0,0.74,0,0.37,0.37,0,1.11,0.74,41.81,0,0,23.31,0,7.77,7.4,0,0,38.85,1.85,0,0,2.59,1.48,0.74,3.7,0.37,0,0.74
3Month,0.52,3.02,0.1,9.05,0,0,0.1,0.62,0.62,0.62,1.98,0.62,5.93,1.35,0.21,1.66,0.31,1.77,1.46,25.17,1.04,0.1,8.22,0.31,0.83,0.31,0.42,0.31,13.21,1.04,0.1,1.14,3.74,0,0,0.31,83.84,1.46,0.94
22Month,0.14,1.5,0,6.7,0,0,0.27,0.27,0,0.14,0.41,2.46,13.53,0.14,0.27,1.91,0.27,0.27,0.41,8.34,0,0.27,1.64,0.14,0.41,0.14,0.27,0.27,3.69,0.14,0,0.68,6.42,0.14,0,0.82,5.19,0,0.14
