stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,44.81,0.28,0,0,0,0,0,0,0,0,0,21.7,5.36,1.69,1.13,0,1.41,0,0,3.1,1.97,0,0,1.41,0,0,0.28,0,0,0,0
21Day,0,0.74,0.37,1.48,0.37,0,0.74,0,0,0,0,0,0,0,0.37,0,0,12.21,0,0,1.11,0,1.11,1.48,0,0.74,0,1.48,0,0,0,0,0,0.37
3Month,0.21,5.41,0.1,1.87,0,0.21,0.1,0.31,1.66,0,2.6,0.83,0.1,0.94,0.52,1.04,1.14,40.05,1.66,0,0.94,0.42,0.62,0.21,0.21,1.66,0.1,0.42,1.35,0,0.1,0.42,1.14,0.21
22Month,0,9.98,0.14,1.23,0,0.14,0.14,0.14,2.19,0.27,7.11,1.5,0.55,1.09,0,0.14,1.37,34.85,0.14,0.27,1.5,0,0.14,0,0,0.82,0.14,0.14,2.19,0,0,0,0,0.41
