stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,1,1,10,0,0,1,34,0,0,0,0,0
72hpf,0.56,0.28,1.41,0,0,0,0,0,0,0,1.13,0,1.13,0,0.28,3.1,2.54,0,1.69,0,0,0
21Day,0,0.37,4.81,0,0,0,0,0,0,0,0.37,0.37,1.48,0,0,0.37,1.11,0,0.37,0.37,0,0.37
3Month,0,0.1,0.42,0,0.21,0,0.42,0.1,0.1,0.1,0.21,0.31,0.21,0.1,0,0,0,0.1,0,0,0.52,0.1
22Month,0,0.27,0.27,0.14,0,1.5,2.87,0,0.14,0.27,0,0.41,0,0,0,0,0,0,0,0,0.27,0
