stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.13,0,0,0,0,0.28,0,0,0,0.85,0.56,0,0,0,0,0,7.89,2.54,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0,0,0.37,0,0.74,0.74,0,0,0,0,0,0.74,0,0,1.11,0,0.74,0,0.37,0.37,11.47,1.85,1.11,0,0,0,0.74,0.74,0,0,0.37,0,0,0,0.74
3Month,0.1,0.52,0.42,7.28,0.1,0,0.1,0.73,1.77,0,7.49,2.08,0.1,3.43,2.5,2.18,1.04,1.56,0.62,0,0.73,200.44,0.21,0.1,0.62,0,0,0,1.25,2.39,0.21,0,0.1,0.21,1.35,1.35
22Month,0,0,0,0.55,0,0,0,0,0.27,0.27,2.87,0.27,0,0.82,0,0,0.14,0.27,0,0,0,13.94,0,0,0.14,0.14,0.14,0,0.14,0.55,0,0,0,0,0,0.14
