stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,14,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0.56,0,0,0,0,0,0,0.56,1.13,0.56,0.56,0,0,0,7.89,3.38,0.28,0.85,0,0,0.56,0.28,0,0
21Day,1.11,0.37,0,2.96,0.37,0.37,0,0,0,0,0.37,0,0,0.37,0.37,2.22,0,0,0,7.03,0.74,0,2.22,0.37,0,0,0,0,0.37
3Month,0,0.21,0,0.42,0,0,0,0,1.25,0,0,0.1,0.1,0.21,0,0,0.1,0,0.1,0.1,0,0.1,0,0,0.31,0,0,0.31,0.21
22Month,0,0.27,0.14,0.27,0,0,0.14,0.41,3.01,0.27,0,0.27,0,0.14,0,0.27,0,0.14,0,0,0,0,0.14,0,0.14,0,0,0,0
