stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,9,161,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,5.36,0.56,0,4.51,0.85,5.64,0,0,0.28,0,0,0,0.28,0,0.85,9.58,1.41,7.33,0,0.28,0,0,684.05,115.84,1.41,2.25,11.56,0,0,12.68,5.36,4.23,0.56,0,0,0
21Day,3.7,0,0.74,4.07,0,5.92,0.37,0,0,0,1.85,0,1.11,0.37,0.74,2.59,4.07,8.88,0,0,1.48,0,200.53,27.75,1.85,1.11,1.85,3.7,0.74,7.03,6.29,4.07,0,0,0,0.74
3Month,0,0,0,2.18,0.21,0,0,0.42,0.42,0,2.81,0.31,0,0.73,0.1,0.42,0.21,2.29,0.31,0,0.1,0.21,4.99,2.18,2.39,8.01,0.1,0.31,30.79,1.66,0.1,0,0.31,0.42,2.18,0.31
22Month,0.41,0.55,0,1.09,0,0,0,0,0.68,0.14,6.7,0.27,0.14,0.68,0,0.14,0.82,1.64,0,0.14,0,0,9.16,0.68,6.15,11.75,0.14,0,12.57,3.28,4.51,0,0,0,0,0
