stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,121,0,0,0,0,0,0,5,0,0,0,1,0,0,1,244,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,43.97,0,1.41,0,0.56,0,0,4.51,0,0.28,0,6.48,0,4.23,89.06,22.55,0.85,0,0.28,0,0,7.05,2.25,0,0,0,2.25,0,0,0,0.85,0,0,0,0,0
21Day,4.44,0,1.11,105.82,0,8.14,0,3.7,0,0,32.19,0,2.22,8.51,97.31,14.8,2.22,84.36,76.59,7.03,0.37,0,1.11,0,7.03,6.66,0.37,0.37,0,4.07,7.77,0,0,0,0.37,2.59,0,0,48.47
3Month,0.21,1.14,1.87,60.43,0.21,0,1.35,0.31,0.1,10.3,157.79,0,13.63,211.99,13.21,78.95,3.02,105.47,128.88,6.66,1.98,0.1,1.87,2.81,0.83,0.21,0.83,0.83,0,1.46,3.85,0.31,5.62,0.1,0,0,6.55,5.3,93.3
22Month,0.14,1.64,2.32,26.51,0,0,2.6,0.27,0,5.33,290.52,1.23,19.4,109.46,22,44.96,0.14,24.19,141.02,2.87,0,1.37,0.55,0,0.41,0,0.55,0.55,0.55,0.27,0.68,0,1.09,0.14,0.55,0,0.55,0,39.22
