stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,44,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.41,0,3.66,0.85,1.13,0,0,0,0,0,0,0,0.28,0,0.56,3.66,0.56,7.89,0.28,0.56,167.14,27.62,2.82,7.89,12.4,0.56,0,4.51,0,0,2.54,0,0,0
21Day,2.59,0,1.11,12.21,0.74,5.18,0,0.74,0,0,0,0,0,1.85,0.74,0,2.22,0,8.88,0,0.37,136.53,10.73,4.44,4.07,4.44,4.81,0,1.85,0.37,3.33,0,0,0,0.74
3Month,0,0.62,0,4.16,0,0,0,0,0.62,0.42,0,3.33,0.31,0.42,1.87,0.31,1.25,0.62,1.14,0,0,1.25,0.31,9.47,0.73,0.1,0.42,1.87,0.1,0,0,0.31,0.42,1.46,0.42
22Month,0,1.23,0.14,2.6,0,0,0.14,0,0,1.37,0.27,14.62,0.55,0.68,1.09,0.27,0,3.01,0.96,0.82,0,0.82,0,5.88,0.68,0,0.14,2.87,0.55,0,0,0,0.27,0,0.41
