stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.56,0.28,0.56,0,0,0,0,0,0,0,0,0,0.28,1.13,0,2.54,0,0,64.83,39.74,0,0.56,1.41,0,0,0.28,0.85,0,0.28,0,0,0
21Day,0.37,1.85,0,1.11,0,0,0,0,0,0.37,0,0.74,0.37,0,1.11,1.48,1.48,0,0,29.6,35.52,0,1.11,0.74,1.85,0.37,4.07,1.85,0.37,0,0,0,0.37
3Month,0.1,1.35,0.31,0,0.1,0,0.21,0,0,1.14,0.42,0,0.52,0,0.21,0.31,1.46,0,0,0.62,0.21,0.42,0.21,0,0.1,3.22,0.1,0,0,0.21,0.1,0.52,1.46
22Month,0,0.55,0.41,0,0.14,0.14,0.14,0.14,0.41,8.88,0,0,0.14,0,0,2.05,0.41,0.14,0.14,0.14,0.68,0.41,0.41,0,0,0.55,0.14,0.68,0,0,0,0,0.96
