stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,3.66,0.28,1.69,0,0,0,0,143.18,7.05,0.56,0,1.69,0,0,1.97,0.85,0,0,0,0
21Day,1.85,0,0,2.96,0,1.11,0,0,0,0.74,0,0,0,0,1.11,0,0,1.48,1.48,9.25,0,0.37,0.37,0,64.38,5.55,0,0.37,4.07,1.85,0.37,1.48,1.11,0.37,0,0,0.37
3Month,0.1,0.31,0,3.12,0,0,0.1,0,0.31,0.21,0,0,5.2,0.83,0.1,1.66,0.21,1.25,0.52,1.25,0.1,0.1,0.42,0.21,0.52,0,0.31,0,0.1,0.31,5.82,0.1,0,0,0.31,0.62,0.73
22Month,0.41,1.09,0.14,1.64,0,0,0,0.27,0.41,3.28,0.68,0,17.22,0.55,0.96,2.73,0.14,0.14,3.42,2.32,0.27,0.27,0.55,0.14,0.14,0,0.27,0.55,0.14,0,1.78,0.14,0,0,0.27,0,0.55
