stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,19.45,0.56,1.97,0,0.28,0,0,0,0,0,0,0,3.1,22.83,0.28,3.38,0,0,0,0,12.68,6.76,0.28,0,2.54,0,0,1.69,0,0.28,0,0,0
21Day,1.11,0,0,44.4,0.74,4.07,0,0.37,0,0.37,0,0.74,0,0.74,1.11,0,2.59,1.11,5.55,0,0,0.74,0,5.92,2.59,0,0,1.48,0.74,0.37,0.37,0.74,0,0,0,0.74
3Month,0.1,0,0.1,24.03,0,0,0.21,0.1,0.52,1.04,0,5.93,1.04,0.42,1.66,0.83,1.98,1.46,0.83,0.1,0.1,0.52,0.21,0.1,0.1,0.42,0.1,0.1,0.42,2.18,0,0,0,0.42,0.73,1.25
22Month,0,0.27,0.27,11.21,0,0,0,0,0.96,1.23,0.68,15.17,0.14,0.14,1.78,0.14,0.27,0.68,1.64,0,0.55,0.27,0,0,0.14,0.14,0.14,0.14,0.27,3.42,0,0,0.14,0,0.14,0.27
