stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,16,0,0,0,1,0,0,0,0,0,1,0,3,3,57,8,0,0,0,0,6,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,1.13,0,21.14,1.97,0.85,0,0.56,0,1.41,0,0,0,0.28,0,4.79,41.43,1.97,12.4,0,1.41,3.38,0,31,24.8,0.56,0,0,7.33,0.85,0,0,1.69,0.28,0.28,0.56,0,0,0
21Day,6.66,1.48,0.37,67.71,0.74,7.77,0,9.99,0.37,5.55,0,5.55,1.11,12.95,1.85,5.18,59.2,8.14,27.75,0,0,21.46,0,18.13,11.84,0,0.37,0,6.29,5.92,0,0.37,0.74,1.48,7.77,0.74,0,0,6.66
3Month,0.21,2.91,1.66,32.45,0.1,0,0.42,0.21,4.78,27.46,0.1,41.19,25.69,1.14,8.22,2.08,32.14,10.19,9.78,1.66,0.21,4.16,1.25,1.66,0.1,4.16,1.35,0,0.21,1.25,0.1,13.31,0.52,0,0,0.21,1.56,14.46,10.51
22Month,0.14,3.28,1.5,14.62,0,0,0.41,0.27,2.32,53.29,35.12,67.91,9.98,4.1,7.24,1.91,8.61,12.03,5.88,0.27,1.37,4.51,0.14,1.09,0.41,2.87,0.55,0.55,0.27,0.14,0,1.09,0.96,0.82,0,0,0.27,0.14,5.6
