stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72hpf,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.28,0,0,0,0,0,0
21Day,9.99,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,0,0.74,0,0,0.37,0,0,0
3Month,0,0,0,0.31,0,0.1,0.1,0,0.83,0,0.31,0,0.31,0.31,0,0,0,0.1,0,0,0,0.1,0.1,0.1
22Month,0,0.27,0.14,0.14,0,0,0,0.41,6.83,0.14,0.14,0.27,0,0.27,0.68,0.14,0.14,0,0,0.14,0,0,0.14,0.14
