stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,76,1,0,0,0,0,0,0,0,0,0,0
72hpf,7.89,1.41,0,6.76,1.13,6.76,0,0,0,0,0,0,0,0,0,0,2.25,16.35,0.56,5.64,0,0.85,0.28,0,1094.42,47.91,7.89,3.38,13.81,0,0.56,14.37,1.13,0.85,1.41,0,0
21Day,4.07,0.74,0.74,52.17,0.74,10.73,0,1.11,0.37,0.37,0.37,0,0.74,0.74,1.85,1.85,0.74,4.81,2.96,12.58,0,0,1.48,0,422.52,14.06,4.81,4.44,4.81,15.91,1.48,5.55,2.59,4.81,1.11,0,2.96
3Month,0,0,0.21,23.4,0.1,0,0.1,0.1,0.52,1.04,0,0,3.54,2.08,0.21,1.87,0.83,0.62,0.62,0.83,0.21,0,0.31,0.73,49.41,0.52,20.6,0.1,0.1,0.31,4.16,0.31,0,0,0,0.73,0.73
22Month,0.14,0.55,0.27,10.25,0.14,0,0.55,0,0.14,1.91,0.41,0,14.07,0.27,0.27,1.5,0.14,0.41,1.09,1.09,0,0.27,0,0,19.68,0.14,20.91,0.41,0.27,0.27,4.24,3.42,0.41,0,0,0,0.41
