stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,12,0,18,2,0,0,0,0,0,0,0,0,0,0,0,7,0,22,0,0,0,0,12,164,1,0,2,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,0.85,15.78,1.13,0,0,0,0,0,0,0,0,0.28,2.54,14.66,0,1.41,0,0,0,0,3.95,13.53,0.28,0.28,1.69,0.28,0.28,1.13,0,0,0,0,0
21Day,0.74,0.37,0.37,4.44,48.1,0.74,0,0,0,0,0,0.37,0.74,0.37,3.33,0.37,14.06,0.37,1.11,0,0,0,0,3.33,7.77,0.37,0.37,1.48,1.48,0,0.37,0,0,0,0,1.11
3Month,1.77,0.62,1.87,19.14,10.92,0,0.21,0,30.79,1.25,0,5.93,1.35,0.1,37.55,2.29,5.62,4.16,1.56,0.1,0,5.2,0.31,0.62,0.73,3.95,0.94,0.1,0.73,2.5,0.52,0,0.1,0.1,1.04,1.35
22Month,0.14,0.14,2.19,7.38,5.74,0,0,0.14,7.93,1.64,0.14,4.78,0.55,0.27,24.87,0.82,6.56,0.82,0.14,0,0.14,3.14,0,0.41,0.27,1.78,0.41,0,0,3.01,3.42,0.27,0,0,0,1.64
