stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,2,3,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,13,323,0,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,3.38,1.13,2.82,0.56,3.95,0,0,0,0,0,0,0.56,0,0.56,3.66,0.28,4.23,0,0,0,0,139.51,127.11,0,44.25,0,8.17,0,0,40.3,0,0.28,0,0,0,0
21Day,1.85,0.37,2.22,0.74,1.48,0,0.37,0,0,0,0,0.37,0.37,0.37,2.22,0,1.85,0,0,0.37,0,41.07,28.86,0,17.02,0,0.74,2.22,0,4.81,0.37,0.37,0.37,0,0,0
3Month,0,0,1.04,0,0,0.1,0.31,0.42,0,1.66,0.62,0.1,0.42,0.31,0.62,0.62,0.52,0.1,0,0.62,0.1,0.73,0.62,0,27.36,0,0.1,0,4.26,0.21,0,0,0,0.21,0.83,0.62
22Month,0,0,0.55,0,0,0,0,0.27,0.14,2.46,0.14,0.27,0.82,0,0.14,0,0.41,0,0.14,0.96,0,0.96,0.55,1.09,6.01,0.27,0,0,6.56,0.14,0,0,0,0.14,0,0
