stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,5,26,0,0,0,1,0,0,0,1,0,0,0
72hpf,0.56,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0.56,0.56,0,3.1,0,0,0,0,23.68,6.48,0,0,0,1.41,0.28,0,0.28,0,0,0,0
21Day,0,0.37,0,1.11,0,0.74,0,0.37,0,0,0,0,0,0.37,0,0,0.37,0,0.37,0,0,0,0,3.7,1.48,0,0,0,0,0.74,4.07,0,0,0,0,0
3Month,0.21,1.25,0.31,6.45,0,0,0.1,0,0.94,1.98,0,9.26,1.98,0.1,3.95,1.04,1.35,2.91,3.12,2.91,0,1.25,1.14,0,0.1,0.52,0.42,0,0.42,1.35,117.44,0.42,0,1.77,247.77,1.56
22Month,0,0.55,0,1.09,0,0,0,0,0.14,0.41,0.14,2.46,0.41,0,0.82,0,0,0,0.68,0.14,0.27,0,0.14,0.27,0.14,0,0,0.41,0,0.14,34.44,0.14,0,0,0.96,0
