stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,3.66,2.54,3.95,0,0,0.28,0.28,0,0.85,0,0,0,0,0
21Day,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,3.7,0,1.48,0,0,0,0.37,0,0.37,0,0,0,0,0
3Month,0.1,0.21,0.1,2.08,0,0.1,0.1,0.21,0.42,0,2.7,0.31,0.1,1.66,0.42,0.94,0.42,1.04,0.42,0,0.62,71.04,0,0,0.1,0.31,0,0.1,3.95,0.1,0,0,0.31,0.42,0.94
22Month,0,0.55,0.27,2.32,0,0.14,0,0.14,0.55,4.92,101.39,0,0.27,8.2,0.14,0.14,0.41,1.09,0,1.5,0,2.73,0.27,0.14,0,0.27,0,0.14,9.16,0,0.14,0,0.14,0,1.37
