stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,19,0,0,0,1,5,149,1,0,0,3,0,0,0,0,0,3,0,0,0
72hpf,1.69,1.13,0,1.41,0.28,1.97,0,0.28,0,0,0.28,0,0,0,0,0,2.54,5.07,0.85,13.25,0,0.28,0,0,17.19,29.59,0.28,0.56,0,3.95,0.28,0.28,2.25,0,0,0.28,0,0,0
21Day,2.22,0,0,7.4,0,7.03,0,4.44,0,0,1.11,0,0.37,0,4.07,0.37,0.37,1.85,0,8.88,0,0.74,0.74,0,6.29,8.88,0,0,0,3.7,0.37,1.11,1.85,0.37,0.37,0,0,0,0.37
3Month,0.1,1.77,0.73,25.59,0.1,0,0.83,0.62,0.1,2.18,7.59,0,17.79,3.54,2.29,6.66,2.39,9.67,5.41,12.9,2.91,0.1,1.14,3.43,1.56,0.83,1.66,0.83,0,0.73,1.04,77.08,0.83,0.1,0,0.42,3.33,26.21,5.93
22Month,0.14,2.46,0.55,8.06,0,0,0.14,0.68,0.14,1.5,4.92,1.09,29.38,2.46,2.32,7.65,0.41,0.68,4.78,11.48,0.14,1.09,0.82,0.14,0.68,0.27,0.41,1.5,0.14,0.68,0.14,20.36,1.23,0.82,0,0,0.14,0.27,1.37
