stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.69,6.2,0.28,0,0,0,0,0.28,0.56,0,0,0.56,0,0,0,0,0,0,0,0
21Day,1.11,0,0,8.51,0,1.48,0,0,0,0,0.74,0,0.37,0,1.48,0,0.37,2.96,18.5,2.59,0,0,0.74,0,1.11,0.37,0,0,1.48,1.11,0,0,0.74,0,0,0,2.22
3Month,0.31,1.56,0.31,32.56,0.21,0,0.52,0.94,0.1,5.1,16.02,0.1,11.34,14.25,3.12,5.51,1.14,6.66,80.51,6.14,1.35,0.1,2.39,1.25,0.62,0,0.94,0.31,0.21,0.42,0.1,0.62,0,0.1,1.25,0.94,6.87
22Month,0.27,2.6,0.55,8.34,0,0,0.14,0.41,0,1.78,15.3,3.83,25.28,9.02,2.46,1.78,0.55,3.01,38.95,9.84,0.14,0,0.68,0,0.14,0.27,0.41,0.41,0,0.27,0,0.27,1.09,0,0.41,0,2.32
