stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,8,0,0,0,0,0,0,0,0,0,0,6,16,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,7.05,2.54,0,0,0,0,0,0,0,0,0,3.66,36.92,0,2.54,0,0,0,0,7.61,1.97,0,0,0,0.85,0.28,0,0,0,0.28,1.41,0,0,0
21Day,3.7,0.74,0.37,66.6,1.48,2.22,0,0,0,0,0,0,0.37,1.48,9.99,31.82,2.59,6.66,0,0,0.74,0,6.66,2.96,0,0,0,0.74,1.48,0.74,1.11,0.74,2.59,0.74,0.37,0,0
3Month,0.1,0.21,0.73,60.02,0.52,0,0.31,6.24,1.14,0.1,4.37,0.42,0,19.66,4.58,29.02,1.56,2.29,0.31,0,6.24,1.46,1.98,0.1,1.87,0.42,0,0.52,1.14,3.22,0.73,0,0,0.21,14.04,1.04,1.14
22Month,0.27,0.27,1.91,23.09,1.23,0,0,3.14,1.23,1.5,20.77,0,0,22,1.64,6.42,1.91,1.64,0.14,0.68,3.42,0.14,1.5,0,1.91,0.14,0.27,0.27,0,1.64,4.1,0.14,0,0,1.37,0,0.27
