stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,9,0,20,2,0,0,1,0,0,0,0,0,0,2,24,26,68,0,0,0,1,11,585,0,0,0,7,0,0,0,0,0,0,3,0,0,0
72hpf,5.36,1.97,0,11.84,1.97,4.79,0,1.69,0,0,0.28,0,2.25,0,6.2,13.81,2.82,26.78,0,2.54,0,0,40.87,140.36,0,0.28,0,12.68,1.97,0,0,3.66,0,0.28,0.28,0,0,0
21Day,7.4,0.74,0.37,20.72,0.37,31.45,0,24.05,0,0.74,0.74,0.37,13.69,0.74,1.11,4.81,4.81,34.78,0.37,0.37,2.96,0,11.47,48.47,0,0.37,0,12.95,2.22,0,1.85,7.4,0.37,1.85,0.74,0,0,5.55
3Month,0.21,0.94,1.14,44.62,0,0,1.56,3.33,2.39,12.27,25.59,13.83,6.66,10.19,1.66,9.88,11.44,11.13,2.08,0.21,1.87,2.08,1.98,2.39,0.83,0.52,0,0.42,2.39,0.31,447.38,0.73,0,0,0.1,4.58,106.2,21.43
22Month,0,0.41,1.23,6.29,0,0,0.82,2.05,1.37,13.25,8.06,3.55,12.57,7.93,0.27,0.82,14.35,2.19,0,0.68,0.41,0,0.27,0.82,0.68,0.27,3.69,0,0.14,0,53.84,0.27,0.14,0,0,0.14,0.27,2.87
