stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0
21Day,1.85,0,0.74,63.27,0,6.29,0,1.48,0,0,0.37,0,0,1.48,0.37,2.22,1.85,0.37,5.92,1.11,11.47,0,0,1.11,0,10.36,7.03,0,0.74,4.44,1.48,0,0,1.11,0.37,0.37,0.74,0,0,1.48
3Month,0.31,3.95,1.46,232.69,0.1,0,0.62,0.42,0.21,3.64,7.39,0,0,24.55,10.51,0.62,15.29,2.6,25.38,4.89,10.19,2.08,0.21,2.08,2.18,0.42,0.1,1.04,1.04,0.62,3.74,0.1,6.14,0.52,0,0,0,2.39,2.08,5.3
22Month,0,0.96,0.14,8.47,0,0,0,0,0,0.14,0.55,0.27,0,3.96,0.27,0,0.41,0,0.96,0.68,2.46,0,0.41,0.14,0,0,0,0.27,0,0,0,0,1.23,0,0,0,0,0,0,0.41
