stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.69,0.56,3.95,0,0,0,0,0,0,0,0,3.38,0,1.41,46.5,0.56,1.97,0,0.28,0,0,4.51,2.82,0,0,0,2.25,0,0,0.56,0,0,0,0,0,0
21Day,1.85,0,14.06,8.14,0.37,18.5,0,5.18,0,0.74,0.37,0,4.81,0.74,28.49,7.4,1.11,14.8,9.25,3.7,0,0,0.74,0,5.92,1.85,0,0,0,4.81,1.11,0,1.48,1.11,0,1.85,0,0,29.97
3Month,0.83,1.87,20.8,43.58,0.1,0,1.66,0.52,0,124.4,10.4,0,297.8,98.82,4.89,145.62,4.47,5.82,21.53,6.66,1.46,0.31,3.54,6.35,0.62,0.1,6.76,1.04,0,0.42,5.82,0.1,17.16,0.83,0.1,0,2.08,8.32,96.01
22Month,0.27,2.19,7.24,11.75,0,0,1.37,0.27,0.14,50.83,5.33,1.78,62.59,30.47,5.6,217.55,0.82,0.14,10.93,3.96,0,3.42,3.69,0.55,0.68,0,3.69,0.55,1.5,0,1.09,0,9.02,0.41,0.27,0,0.14,0,49.47
