stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,1,50,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,1.13,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0.28,2.54,0.28,5.92,0,0.28,0,0.28,43.4,15.22,0,0.56,2.25,0,0,2.25,0.28,0.28,0.28,0,0,0
21Day,4.81,0.37,0.37,7.4,0.74,1.85,0,1.11,0,0,0,0,0,0,1.11,0,0.74,1.85,1.11,9.25,0,0,2.59,0,19.98,8.51,0,0.37,4.81,0.74,0,1.11,1.11,0,0,0,0,0.37
3Month,0,1.14,0.31,16.54,0.21,0,0.31,0.1,0.1,0.83,0.94,0,8.22,0.62,0.21,3.74,1.46,4.26,1.56,4.99,0.83,0,1.04,5.72,1.25,0.62,1.66,0.52,0.1,0.52,9.05,0.83,0.31,0,0.21,1.98,1.87,1.25
22Month,0.14,2.19,0.41,5.19,0.27,0,0.41,0,0,0.68,0.96,1.23,20.91,0.41,0.68,4.1,0,0.96,3.01,3.69,0.14,1.23,0.55,0.14,1.23,0.27,1.09,1.09,0.27,0,1.64,0.68,1.78,0,0,0.27,0,1.09
