stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.74,0,0,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0.74,4.07,0,0,0,0
3Month,1.35,5.41,5.2,94.86,0.31,1.66,0.73,0.1,6.76,18.93,2.6,60.23,18.93,1.66,29.44,4.68,22.05,13.94,16.23,2.39,0.31,4.89,5.3,1.66,1.25,2.39,1.56,0,0.73,9.78,0.21,34.74,0.83,0.1,0,0.42,4.99,37.65,20.08
22Month,0,0.82,0.14,6.83,0,0,0,0,0.41,0.82,3.42,10.39,0,0.14,1.78,0,0,0.14,2.32,0,0.27,0,0.14,0.14,0,0.41,0.14,0.14,0.14,0.14,0,2.87,0.27,0.14,0,0,0.14,0.14,0.27
