stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,36,0,124,9,9,0,3,0,0,2,0,3,0,0,2,0,21,51,104,357,0,0,1,4,58,3153,1,0,0,65,0,0,3,0,0,11,0,0,0
72hpf,37.49,17.76,0,63.7,8.74,28.18,0,7.89,0,0,2.54,0,0,0.56,0,13.25,0,40.87,66.52,7.89,236.75,0,13.25,3.38,1.97,355.69,1228.29,0.85,1.69,0,126.55,8.74,0.28,39.46,0.56,0.28,3.1,0,0,0
21Day,75.11,5.18,1.48,136.9,1.48,204.6,0,93.61,0,0.37,6.29,0.37,0,2.96,2.59,86.21,2.59,7.77,29.6,21.83,140.23,0,0.74,8.51,0.74,76.22,388.86,0.74,0.74,0,51.06,16.65,4.81,29.97,1.48,6.66,4.07,0.37,0,26.27
3Month,1.46,2.81,1.25,79.68,0.42,0,1.87,12.27,0.1,2.81,42.96,0.21,0,22.05,32.56,18.93,11.03,3.85,13.11,26.94,21.12,6.14,0.21,2.5,4.26,6.55,10.92,2.39,0.83,0,0.52,6.14,647.61,0.83,0.21,0,0.42,9.67,206.47,62.1
22Month,0,0.55,2.87,19.54,0.27,0,4.65,8.2,0,1.5,75.02,2.6,0,15.99,13.8,35.8,15.85,0.41,0.96,51.38,3.96,0,2.05,0.68,0.14,1.09,2.6,1.09,0.14,2.87,0.55,0.41,70.51,0.82,0.27,0,0.27,0.14,0.68,13.39
