stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.13,0.56,0.28,0.28,0,0,0,0,0,0,0,0,1.41,1.13,0,0.28,0,0.28,0,0,6.76,1.69,0.28,0,0,0.56,0,0,0.56,0,0,0.28,0,0,0
21Day,1.85,0,0,6.66,0.37,0.37,0.37,0,0,0,0,1.48,0.37,1.48,0.74,0.74,3.33,0.74,3.33,0,0,0.74,0,5.18,3.33,0.37,0.37,0,1.48,0.74,0,3.33,0,0.37,0.37,0,0,0.74
3Month,0.21,0.1,0.1,4.68,0,0,0,1.14,0.73,0,0,25.38,0.73,0.31,3.33,0.62,1.87,1.14,0.94,0.42,0,0.52,2.08,0,0,0.21,0.1,0,0.1,0.62,6.03,0.52,0,0,0,0.52,2.81,1.14
22Month,0,0.55,0.41,1.64,0,0,0.14,0.55,1.5,1.64,0,36.9,0.14,0,2.32,0,0,1.91,1.37,0,1.09,0.41,0.14,0.14,0,0.14,0.14,0.27,0.14,0.14,0.41,0.27,0.14,0,0,0.27,0,0.68
