stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.23,0.56,0,1.69,0.56,1.69,0,0,0,0,0,0,0.28,0,1.41,3.1,0.28,3.1,0,0.85,0.28,0,465.89,9.02,0.56,3.1,5.92,0,0,2.25,0,0.28,0.85,0,0,0
21Day,1.11,1.11,0.74,4.44,1.11,5.18,0.74,0,0.37,0,1.11,0.37,2.22,0.37,0.74,2.59,1.11,4.44,0,0,2.22,0,189.43,2.96,2.96,2.22,2.59,4.44,0,1.85,0,2.59,0.74,0,0,0.37
3Month,0,0.21,0.1,2.6,0.1,0,0,0.52,0.73,0.1,3.95,0.73,0.1,0.62,0.21,0.83,0.52,1.04,0.52,0,0.42,0.21,5.82,0.21,9.78,0.1,0.1,0.42,4.06,0.1,0,0,0,0.21,1.35,3.85
22Month,0,0.68,0.14,1.5,0,0,0.14,0,2.19,0.55,12.85,0.55,0.14,2.19,0,0.27,0.41,1.64,0.14,0.41,0.55,0.14,6.15,0,11.07,0.41,0,0,3.69,0.82,0.41,0,0,0,0,1.64
