stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,0,0.28,0,0,0,0,0,0,0,0,0,1.41,0.85,0,1.97,0,0.28,0,0,1.97,2.82,0.28,0,0.56,0,0,0.85,0,0.28,0,0,0
21Day,2.96,0,0,2.22,1.11,0,0.37,0,0,0,1.85,0,0.74,20.72,0.37,1.11,0.74,4.81,0,0,1.11,0,2.59,2.22,1.11,0,1.85,1.11,0.37,0.74,0.74,0,0,0,0.37
3Month,0,0.52,0.42,6.87,0,0.21,0.31,1.04,0.62,0,21.64,1.46,0.1,80.72,0.42,1.98,2.7,1.35,0.31,0,0.73,0.94,0.42,0,3.85,0.1,0.21,0.42,9.05,0.1,0,0,0.31,4.99,1.25
22Month,0,0.14,0,0.27,0,0,0,0.27,0.14,0.27,3.14,0,0.14,17.76,0,0,0,0.14,0,0,0.14,0,0,0,0.14,0.14,0,0,0.27,0.14,0,0,0,0,0.27
