stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,40,0,28,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,27,89,0,1,0,0,92,181,0,0,25,0,0,0,0,0,0,3,0,0,0
72hpf,8.46,12.68,0,6.2,1.41,3.1,0,0.28,0,0,0.28,0,0,0,0,0.85,0,1.97,5.07,3.95,58.62,0,0.56,1.69,0,36.08,16.91,0,0.28,69.05,0.28,0,0,3.1,0.28,0.28,4.79,0,0,0
21Day,14.43,11.47,0,17.39,0.74,5.18,0,2.96,0,1.11,0.74,0,0,0.37,0.37,19.24,1.48,1.11,5.18,7.03,129.5,0,0.37,8.14,0,10.36,13.69,0.74,0.37,76.96,4.44,0,0.37,0.37,0.74,1.11,1.11,0.37,0,14.43
3Month,0.62,10.51,0.21,10.92,0.1,0,0.73,0.62,0.62,3.74,34.95,1.14,0,7.39,32.45,3.85,2.39,0.52,5.82,37.03,94.03,24.44,0,3.95,1.04,1.35,0.83,0.52,1.56,0.42,1.66,0.21,3.74,0.31,0,0,0.42,3.85,1.46,39.84
22Month,0.14,12.85,0.14,6.83,0,0,2.05,0.55,0.27,2.19,49.33,4.92,0,14.21,22.55,5.6,0.96,0.14,1.5,41.27,103.99,2.87,0.41,2.73,0.14,0.82,0,0.55,1.5,0.27,0,0,1.5,1.37,0.27,0,0.27,0.55,0,22.82
