stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,350.62,0.85,0,4.51,0.56,5.92,0,0.28,0,0,0,0,0,0.28,0.28,9.3,12.12,2.25,8.46,0,0,0.28,0.85,54.68,28.47,0.28,0,0,13.25,0.56,0,0,3.1,0,0.56,0.56,0,0,0
21Day,239.38,1.48,3.33,17.76,1.85,14.8,0,0.74,0.37,0,0,6.29,0.74,5.92,116.92,2.22,9.62,4.07,27.01,0,0,2.59,0,31.45,11.47,0.37,0.37,0,7.03,6.29,0,0,1.11,0.74,4.07,0.37,0,0,3.33
3Month,30.58,4.68,17.99,48.47,0.21,0,6.45,0.73,19.56,13.52,0.31,1487.65,19.35,1.35,653.85,7.39,16.43,8.32,18.62,3.74,2.6,9.67,6.24,1.77,0.62,2.08,3.22,0,1.04,28.29,0.1,10.3,0.94,0.1,0,0.1,7.7,7.39,15.91
22Month,21.45,2.6,25.42,9.84,0,0,1.91,0,14.21,6.01,3.83,674.91,2.6,0.82,702.1,0.68,1.23,6.29,8.06,0.14,16.81,2.73,0.27,0.55,0.27,1.23,1.5,0.68,0.14,1.09,0,1.23,1.23,0.41,0,0,0.14,0,2.32
