stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,13,0,1,0,0,0,0
72hpf,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,10.99,5.64,0,1.69,0,0.56,0,0
21Day,0,0,2.96,0.37,0.74,0,0,0,0,0,0,0,0,0.37,0,0.74,0,0,4.44,2.59,0,0.74,0,1.11,0,0
3Month,0,0.21,2.18,0,0,0,0.42,0,0.83,0.21,0,0.1,0.21,0.42,0,1.35,0.1,1.14,0,0.21,0.21,0,0.42,0,0.1,0.83
22Month,0,0.14,0.14,0,0,0.14,0.96,0.27,2.46,0.14,0.27,0.14,0,0,0.27,1.09,0,0,0.27,0.14,0,0,0.27,0,0,0
