stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.12,3.38,0,127.4,1.13,19.73,0,0.85,0,0.28,0,0,0,1.69,0,5.36,1047.63,1.69,29.88,0,1.41,0.85,0,135.57,78.07,1.13,0.85,31,0.56,0,8.46,0.85,0.28,1.13,0,0
21Day,9.25,1.48,0.74,187.95,0,14.8,0,1.85,0.37,2.96,0,5.92,1.48,4.07,4.81,1.85,370.36,6.66,32.56,0,0,2.96,0.37,29.6,14.43,0.37,1.48,11.1,18.13,0,2.96,0.74,2.96,1.85,0,3.7
3Month,0,0,0,0.73,0,0,0,0,0,0.1,0.1,0.62,0.21,0,0,0.21,9.05,0.31,0.1,0,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,0,0.1,0
22Month,0.14,0.14,0,12.3,0,0,1.09,0,0,1.23,0,2.6,0.41,0,0.14,0.41,47.55,1.23,1.09,0.14,0.27,0.27,0,0.27,0,0,0.14,0.27,0,0,0.14,0,0,0,0,0.27
