stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,4,36,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.97,0.28,0.56,0,0.28,0,0,2.25,1.97,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.48,0.74,0.37,0,0,0,0.37,0,0,0,0.37,0.37,0,0.37,1.48,0.37,1.85,0,0,0.37,0,0.37,0.37,0,0.37,0.37,0.37,0,0,0,0,0,0,0,0
3Month,0,0.1,0.42,10.19,0,0,0.21,0.21,0.1,4.26,7.07,0.21,10.4,11.65,0.21,7.91,0.73,3.54,3.43,1.56,0.31,0.21,1.14,0.83,0.31,0,0.21,0.52,0,0.21,0.1,1.14,0.31,0,0.1,0.73,0.31,2.18
22Month,0,1.09,0.14,3.01,0,0,0,0,0.14,1.64,6.42,0.14,11.62,1.23,0.14,2.87,0,0.41,2.87,0.68,0,0,0.41,0,0,0.14,0.14,0.27,0,0.14,0,0,0.41,0.14,0,0,0,1.09
