stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,18,0,1,0,1,0,0,0,0,32,0,0,0,0,3,2,0,84,0,1,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.85,0,55.81,0.56,1.69,0,0.56,0,0,0.28,0,0,0.28,0,0,0,3.66,5.07,0,104.85,0,0.28,2.54,0.28,23.96,12.12,0.56,0,19.45,0,0,0,0.56,0,0,0,0,0,0
21Day,5.55,0,0.37,167.97,0,4.81,0,1.48,0,0.74,0,0,0,1.48,0.37,2.59,2.96,0.37,7.03,2.59,71.78,0,0,6.29,0,8.51,5.55,1.85,0.37,17.39,2.22,0,0,0.37,0.37,2.59,0,0,0,1.85
3Month,0.31,1.35,0.94,242.67,0.31,0,1.66,0.1,2.81,10.4,4.26,0.1,0,12.07,4.16,0.52,96.53,2.08,73.33,5.1,70.52,2.5,0.31,3.33,0.94,0.62,0.1,3.95,0.73,0.83,3.02,0.1,9.78,0.21,0,0,0.31,1.56,2.7,3.33
22Month,0.14,0.27,0.82,16.81,0,0,0.27,0,0.96,1.91,0.68,0.14,0,8.2,0.68,0.14,71.47,0.27,6.97,1.64,13.8,0.14,0.41,1.23,0,0.14,0.14,2.73,0.27,0,0.14,0,10.8,0,0.14,0,0.14,0,0,0.68
