stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.56,0,0,0,0,19.45,1.69,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.37,0,9.99,2.59,0.37,0,0,0.74,0,0,0.74,0.37,0.37,0,0,0,0
3Month,0.73,0.42,5.72,0,0.62,1.14,0,62.51,0.83,0.1,0.94,1.04,1.46,2.18,2.5,0.42,0,0.52,1.14,3.33,0,0.73,0.1,0,0,0.73,1.98,0,0,0,0,0.31,0.42,1.14
22Month,2.05,0,2.73,0.41,0.27,0.82,3.14,37.58,0.27,0,1.23,0.41,0.27,2.73,6.56,0,2.6,0.41,0,0.82,0,0.41,0.55,0.14,0,0,0.96,0,0,0,0.27,0,0,0.68
