stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,16.91,0,0,0,1.97,0,0,1.13,0.28,0,0,0,0.85,0,0,0,0,0.28,0,0,0
21Day,0,0,1.11,1.48,0,1.48,0,0,0.74,0,0.37,1.48,0,0.74,1.11,0,1.85,0,0.37,0,0,2.22,0,0.37,0,0,0,0,0,0,0.74,0,0.37,0,0,0,0
3Month,0.21,0.21,1.46,15.6,0,0,0.31,0.21,5.72,0.83,0,226.13,1.04,0,4.68,0.21,0.94,0.73,9.57,0.73,1.14,0.83,0.42,0,0,0.31,0.42,0,0.21,3.12,10.61,0.52,0,0.42,0.52,0.83,0.83
22Month,0,0.14,0.14,8.2,0,0,0.82,0,0.68,0.41,0,124.08,0.41,0.27,0.96,0,0,0.14,17.9,0.41,8.88,0.82,0,0.14,0,0,0.27,0.68,0.41,0.27,13.39,0.14,0,0.27,0,0,0.14
