stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,3,59,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0,1.97,1.13,3.66,0,0,0,0,0,0,0,0,0.28,0,0.85,3.38,0,6.76,0,0.28,0,0,329.2,31,0.28,22.83,13.25,0,0,64.54,1.13,0,0.85,0,0,0
21Day,3.33,0,5.92,1.48,2.59,0,0.74,0,0,0,0.37,1.11,0.74,2.22,0.74,0,4.44,1.48,12.21,0,0,1.11,0,136.53,15.91,0,11.47,11.84,4.81,0,44.03,3.33,1.48,0.37,0,0,1.48
3Month,0.1,0.73,2.7,0.21,0,0,0.1,0.42,0.1,0.62,0,1.46,0.94,0.1,1.04,0.31,0.21,0.21,2.18,1.04,0,0.52,0.1,1.66,0.42,0.31,1.56,0.1,0.1,2.5,1.56,0.1,0,0.31,0.21,1.66,0.1
22Month,0,0.82,2.46,0,0,0.14,0,0,0.14,0.68,0.55,9.29,0.41,1.09,1.09,0.14,0.27,0.55,5.19,0.14,0.27,0.55,0,2.05,0.68,0.14,1.91,0,0,3.01,2.73,0.55,0,0.41,0,0,0.27
