stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,1.41,0.28,0.28,0,0,0.28,0,0,0,0
21Day,0,0,0.37,0,0,0,0,0,0,0,0.74,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,1.85
3Month,0,0,1.46,0.1,0.1,0,0.21,0.31,2.08,0.52,0,0.73,0,0.52,0.62,0.83,0.1,0,0,0.21,0.21,0,0,0,0.83,33.6,0.1,0.31,4.16,9.99
22Month,0.14,0.82,0.82,0,0.14,0,0.68,0.96,98.39,0.27,0.27,32.8,0,0,0.55,0.41,0,2.32,0.14,0,0,0,0.14,0.27,0.82,20.09,0.27,0,0.14,1.37
