stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,56,9,0,70,9,1,0,0,0,0,0,5,0,0,0,0,6,7,7,224,0,0,1,0,100,1907,1,0,30,0,0,0,0,0,8,0,0,0
72hpf,105.13,13.25,0,74.69,42.84,44.25,0.28,0,0,0.28,0,0.56,0.28,0,1.13,0,17.47,81.17,6.48,174.75,0,3.1,3.95,0,3472.09,1914.31,1.69,5.92,136.13,1.69,0,381.62,1.97,2.82,8.74,0,0,0
21Day,30.71,0.74,0,32.19,5.18,18.5,2.59,0,0.37,0.37,0,0,1.48,0.37,7.03,5.18,4.07,12.58,2.96,60.68,0,0,4.81,0,629.72,350.01,0,2.22,21.83,18.5,1.85,42.55,3.7,9.99,2.59,0,0,5.18
3Month,0,1.04,0.42,13.21,0.42,0,0.1,0,0,0.83,0,0,2.29,0.62,0.1,0.31,0.21,1.98,0.94,2.29,0.21,0,0.62,0.1,4.06,6.24,0.83,0.1,0,0,8.53,0.42,0,0,0.42,0.21,0.42,0.73
22Month,0,0.68,0.14,2.73,0.41,0,0,0.14,0.14,0.82,0.14,0,8.75,0.82,0.82,0.68,0.27,0.68,0.27,2.19,0,0.14,0.14,0,1.5,1.37,1.23,0,0.14,0.14,7.65,1.37,0,0,0.82,0,0,0.41
