stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
72hpf,4.79,0.56,0,3.1,0.28,3.66,0,0,0,0,0,0,0,0,0,1.41,7.33,0.85,235.62,0,1.41,0,19.73,7.61,0,0.28,280.16,0,0,3.38,0.28,0,1.97,0,0
21Day,2.96,0.37,0.37,5.18,0,8.88,0,0.37,0,0.37,0.74,1.48,0.37,1.85,0.37,0.74,4.81,1.11,287.48,0,6.66,0,5.92,2.96,0.37,0.37,185.73,7.03,0,0.37,1.11,2.22,1.48,0,0.37
3Month,0,0.31,0.1,0.94,0,0,0.42,0,4.16,0,0.62,1.77,0.21,0,0.21,0,0.62,0.31,34.74,6.24,0.83,0.21,0.21,0,0,0.1,0.21,0.1,0.62,0,0,0,0,0.31,0.31
22Month,0,0,0,0.14,0,0,0,0,0,0,0,0.96,0,0,0,0,0.14,0.14,1.78,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
