stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0.56,0,1.41,0.28,0,0.56,0.56,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0.37,1.48,0,0.74,0,0,0,0,0,5.18,0.37,0,0,0,0.37,0,1.11,0,0,0.37,0.37,1.48,0,0,0.37,0,0,1.48,0,0,0.37,0,0,0,0,0
3Month,0.1,1.04,2.29,18.2,0.31,0,2.08,0.21,1.77,2.39,0.1,905.16,3.64,0.1,12.48,2.08,3.02,3.12,4.58,1.25,5.41,3.95,12.27,0.83,0.21,1.87,1.35,0,0.1,12.9,0.1,4.58,0.94,0,0.21,1.35,2.39,3.85
22Month,1.23,2.73,2.05,20.77,0.14,0,6.01,0.14,1.64,3.83,3.42,1842.99,2.6,0.41,8.2,1.09,1.5,4.51,6.7,0.14,112.33,4.24,0.41,0.14,0.14,1.78,1.23,2.19,0.14,2.32,0,0.55,0.55,0.96,0,0.14,0,2.32
