stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0
21Day,0.74,0,0,1.11,1.85,0,0.37,0,0,0,0,0,21.09,0.37,0.74,0.74,27.38,1.48,0,0,1.48,0,2.59,2.22,0,0,0,1.48,2.59,0,0.37,0.37,0,0,7.77
3Month,0,0.52,0.1,5.41,0,0.31,0,0.73,0.83,0.1,4.16,1.46,5.82,2.18,0.1,1.04,57.21,1.77,0.21,0.1,0.31,0.31,0.1,0.31,0.1,0.52,0,0.1,0.62,6.45,0.1,0,0.42,1.66,25.17
22Month,0,0.27,0.14,1.64,0,0.27,0,0,1.78,0.14,4.24,0.96,1.78,1.23,0.41,0.14,15.44,1.91,0,0.14,0.14,0.14,0.27,0,0.27,0.14,0.14,0,0.41,10.66,0,0.14,0,0,21.32
