stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.43,0.56,0,0.85,0.28,3.66,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.28,1.41,0,0,0,0,2.25,1.97,0,0,0,1.41,0,0,0.56,0.28,0.56,0,0,0
21Day,20.72,0,0,7.77,0,0.37,0,0,0,0,0,0,0.37,0,1.11,0.37,1.11,1.85,4.07,3.33,0,0,0.37,0,1.85,0.37,0,0,0,1.48,0.37,1.48,0.37,0,0,0,0,0
3Month,1.14,3.02,1.25,25.8,0.31,0,0.73,0.42,0.1,1.77,3.02,0.31,211.78,5.51,0.31,6.45,4.06,5.41,6.97,6.24,2.5,0.21,10.71,6.03,0.83,0.42,1.25,0.62,0,0.31,4.26,16.23,0.42,0,0.21,1.46,3.74,2.6
22Month,0.96,4.24,1.91,18.58,0,0,1.23,0.41,0.14,2.19,8.75,2.6,375.24,3.55,1.5,7.24,2.32,2.05,10.8,9.02,0.68,7.52,11.21,0.41,0.27,0.27,2.05,1.23,0.96,0.27,0.82,6.42,0.96,0.82,0.14,0.27,0,3.28
