stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,19,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.13,0,0.56,0,0,0,0,0,0,0,0,0,0,0.56,1.13,0.28,1.13,0,0,0,0,6.2,1.97,0,0.28,0,1.41,0,0,0.28,0.56,0,0,0
21Day,0.37,0.37,0.37,1.48,0,2.22,0,0.74,0,0,0.37,0,0,0,0,1.11,0,0,0.74,1.48,0,0,1.11,0,1.85,1.48,0.37,0.74,0,1.48,0.37,0,0,0.74,0,0,0
3Month,0.21,0.1,0.94,6.76,0.1,0,0.21,0.31,0.1,2.81,1.25,0,4.89,2.18,0.21,13.52,0.21,2.5,2.08,2.6,0.73,0,1.77,0.42,0.52,0.21,1.35,0.52,0,0.21,0.1,4.16,0.1,0,0.1,0.94,1.14
22Month,0.27,0.41,1.09,1.91,0,0,0.14,0,0,2.05,1.64,0.68,10.93,0,0.41,12.44,0,0.41,3.42,2.6,0,0.14,1.23,0,0.14,0,0.68,1.37,0.14,0.14,0,0.41,0,0,0,0,0.41
