stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,1,3,1,11,0,0,0,0,0,0,0,0
72hpf,0.56,0,0.56,0,0,0,0,0,0,0.28,0.56,0.28,0,0,0.28,0,0,0,0,0
21Day,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0.74,0.37,0.37,0,0.37,0,0
3Month,0,0.31,0,0,0.1,0.1,0.31,0.1,0,0.21,0.1,0.1,0.21,1.98,0,0.1,2.81,0.1,0.21,0.1
22Month,0,0,0,0.14,0.55,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0
